ra,ano_pesquisa,fase,turma,genero,idade,ano_ingresso,instituicao_ensino,pedra,inde,iaa,ieg,ips,ipp,ida,ipv,ian,nota_mat,nota_por,nota_ing,indicado_bolsa,atingiu_pv,fase_ideal,defasagem,rec_psicologia,cg,cf,ct,n_avaliacoes,destaque_ieg,destaque_ida,destaque_ipv,fase_norm,fase_ord,pedra_ord
RA-926,2023,ALFA,ALFA J - G2/G3,Feminino,9.0,2023,Pública,Ametista,7.7792,9.0,10.0,3.77,7.5,6.8,9.51,5.0,6.5,7.0,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-927,2023,ALFA,ALFA J - G2/G3,Feminino,,2023,Pública,Ametista,7.5982,9.0,9.7,3.77,7.5,6.4,9.255,5.0,7.0,5.8,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-928,2023,ALFA,ALFA K - G0/G1,Feminino,8.0,2023,Pública,Topázio,9.3712,8.5,10.0,7.52,8.75,9.8,9.67,10.0,9.8,9.8,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-929,2023,ALFA,ALFA K - G0/G1,Feminino,8.0,2023,Pública,Topázio,9.1312,8.5,9.8,7.52,8.75,8.8,9.67,10.0,8.7,8.9,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-930,2023,ALFA,ALFA K - G0/G1,Masculino,8.0,2023,Pública,Topázio,8.8872,9.0,8.8,7.52,8.75,9.0,9.0,10.0,8.7,9.3,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-931,2023,ALFA,ALFA K - G0/G1,Masculino,,2023,Pública,Ametista,7.3747,8.5,8.2,2.52,5.625,7.8,7.6,10.0,7.0,8.5,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-932,2023,ALFA,ALFA K - G0/G1,Feminino,7.0,2023,Pública,Topázio,8.3847,9.5,7.9,7.52,8.125,7.5,9.0,10.0,6.5,8.4,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-933,2023,ALFA,ALFA K - G0/G1,Feminino,8.0,2023,Pública,Topázio,8.6712,9.0,8.4,7.52,8.75,7.7,9.67,10.0,8.0,7.3,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-934,2023,ALFA,ALFA K - G0/G1,Feminino,8.0,2023,Pública,Topázio,9.1737,9.0,9.6,7.52,9.375,8.7,9.67,10.0,8.3,9.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-935,2023,ALFA,ALFA K - G0/G1,Masculino,9.0,2023,Pública,Ametista,7.9535,0.0,9.8,7.52,9.375,9.4,9.67,5.0,9.2,9.5,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-936,2023,ALFA,ALFA K - G0/G1,Feminino,,2023,Pública,Topázio,8.5477,9.0,10.0,7.52,8.125,6.5,8.915,10.0,5.0,8.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-937,2023,ALFA,ALFA K - G0/G1,Feminino,,2023,Pública,Topázio,9.3237,9.5,9.6,7.52,9.375,9.2,9.67,10.0,9.0,9.3,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-756,2023,ALFA,ALFA K - G0/G1,Masculino,,2022,Pública,Ametista,7.0927,10.0,8.7,7.52,5.625,6.1,6.59,5.0,5.4,6.8,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,3.0
RA-938,2023,ALFA,ALFA K - G0/G1,Masculino,,2023,Pública,Ágata,6.7372,8.5,8.4,7.52,6.25,4.2,7.5,5.0,0.0,8.3,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,2.0
RA-939,2023,ALFA,ALFA L - G2/G3,Feminino,,2023,Pública,Ametista,7.9742,9.0,10.0,7.52,7.5,5.4,10.01,5.0,5.0,5.7,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,3.0
RA-789,2023,ALFA,ALFA L - G2/G3,Feminino,8.0,2022,Pública,Ametista,7.974,0.0,9.5,7.52,7.5,7.9,10.01,10.0,8.5,7.2,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-792,2023,ALFA,ALFA L - G2/G3,Feminino,10.0,2022,Pública,Ametista,7.6267,9.0,7.7,7.52,6.875,7.2,9.085,5.0,6.8,7.5,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,3.0
RA-940,2023,ALFA,ALFA L - G2/G3,Masculino,,2023,Pública,Ágata,6.6112,9.0,8.4,2.52,6.25,6.3,7.02,5.0,6.8,5.7,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,2.0
RA-941,2023,ALFA,ALFA L - G2/G3,Feminino,,2023,Pública,Ametista,7.6872,8.0,10.0,7.52,5.0,5.0,8.175,10.0,5.0,5.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-942,2023,ALFA,ALFA L - G2/G3,Feminino,10.0,2023,Pública,Ágata,6.8547,9.5,8.9,2.52,5.625,7.1,7.0,5.0,7.3,6.8,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,2.0
RA-943,2023,ALFA,ALFA L - G2/G3,Feminino,,2023,Pública,Topázio,8.9172,9.5,9.4,7.52,7.5,8.0,9.925,10.0,8.0,8.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-782,2023,ALFA,ALFA L - G2/G3,Masculino,9.0,2022,Pública,Ametista,7.6812,8.5,9.8,2.52,7.5,7.5,9.345,5.0,8.3,6.7,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-768,2023,ALFA,ALFA L - G2/G3,Feminino,,2021,Pública,Topázio,8.4042,10.0,9.1,7.52,7.5,7.9,10.01,5.0,8.0,7.8,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,4.0
RA-794,2023,ALFA,ALFA L - G2/G3,Feminino,,2022,Pública,Ametista,7.9842,9.0,9.2,7.52,7.5,6.2,10.01,5.0,5.2,7.2,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-795,2023,ALFA,ALFA L - G2/G3,Feminino,9.0,2022,Pública,Topázio,8.4642,9.0,9.6,7.52,7.5,8.2,10.01,5.0,8.7,7.7,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,4.0
RA-944,2023,ALFA,ALFA M - G0/G1,Feminino,9.0,2023,Pública,Ametista,7.0687,9.0,7.6,7.52,5.625,7.5,6.67,5.0,9.2,5.8,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-945,2023,ALFA,ALFA M - G0/G1,Masculino,,2023,Pública,Topázio,8.0777,8.5,9.2,7.52,6.875,7.9,6.84,10.0,8.0,7.8,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-946,2023,ALFA,ALFA M - G0/G1,Masculino,,2023,Pública,Topázio,8.5822,9.5,9.4,7.52,7.5,9.3,7.0,10.0,9.0,9.5,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-754,2023,ALFA,ALFA M - G0/G1,Masculino,,2022,Pública,Ágata,6.0537,9.5,6.1,2.52,6.875,5.6,6.67,5.0,5.7,5.4,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,2.0
RA-947,2023,ALFA,ALFA M - G0/G1,Masculino,,2023,Pública,Ágata,6.3457,9.0,7.9,7.52,4.375,3.3,5.08,10.0,1.7,4.9,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,2.0
RA-948,2023,ALFA,ALFA M - G0/G1,Feminino,8.0,2023,Pública,Ágata,6.5277,9.0,7.6,7.52,6.875,0.0,8.34,10.0,0.0,0.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,2.0
RA-949,2023,ALFA,ALFA M - G0/G1,Feminino,,2023,Pública,Topázio,8.0172,9.5,8.1,7.52,6.25,8.9,6.5,10.0,9.1,8.6,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-950,2023,ALFA,ALFA M - G0/G1,Feminino,8.0,2023,Pública,Topázio,8.8862,9.0,10.0,7.52,7.5,9.3,8.17,10.0,9.5,9.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-773,2023,ALFA,ALFA M - G0/G1,Feminino,9.0,2022,Pública,Ágata,6.9287,10.0,7.5,2.52,5.625,7.9,7.67,5.0,8.0,7.8,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,2.0
RA-951,2023,ALFA,ALFA M - G0/G1,Feminino,7.0,2023,Pública,Topázio,8.8902,9.5,9.7,7.52,7.5,8.4,9.09,10.0,8.5,8.3,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-769,2023,ALFA,ALFA N - G2/G3,Feminino,10.0,2022,Pública,Ametista,7.85345,10.0,9.3,3.77,7.8125,8.0,8.675,5.0,8.2,7.8,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,3.0
RA-952,2023,ALFA,ALFA N - G2/G3,Masculino,8.0,2023,Pública,Topázio,8.37095,9.5,9.2,3.77,7.1875,9.0,8.425,10.0,8.8,9.2,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-826,2023,ALFA,ALFA N - G2/G3,Masculino,,2022,Pública,Ametista,7.77645,10.0,10.0,3.77,7.8125,7.3,8.34,5.0,7.0,7.5,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-953,2023,ALFA,ALFA N - G2/G3,Feminino,,2023,Pública,Ametista,7.54005,7.4,8.8,3.14,6.5625,8.3,7.09,10.0,8.5,8.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-954,2023,ALFA,ALFA N - G2/G3,Feminino,8.0,2023,Pública,Ágata,6.82375,0.0,8.3,3.14,7.1875,7.7,8.005,10.0,7.8,7.5,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,2.0
RA-780,2023,ALFA,ALFA N - G2/G3,Feminino,10.0,2022,Pública,Ametista,7.7842,9.5,8.8,3.14,8.75,8.3,8.675,5.0,8.0,8.5,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,3.0
RA-955,2023,ALFA,ALFA N - G2/G3,Feminino,10.0,2023,Pública,Ametista,7.1297,9.0,8.8,3.14,6.875,7.8,7.09,5.0,8.0,7.5,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,3.0
RA-831,2023,ALFA,ALFA N - G2/G3,Masculino,9.0,2022,Pública,Ametista,7.71645,8.0,9.4,3.77,7.8125,8.3,8.59,5.0,8.8,7.8,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-783,2023,ALFA,ALFA N - G2/G3,Masculino,,2021,Pública,Ametista,7.2922,9.5,6.8,3.77,7.5,8.9,7.925,5.0,9.0,8.7,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-774,2023,ALFA,ALFA N - G2/G3,Feminino,,2022,Pública,Quartzo,5.852,0.0,9.5,3.14,5.0,6.9,6.34,5.0,7.7,6.0,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,1.0
RA-748,2023,ALFA,ALFA O - G2/G3,Masculino,,2022,Pública,Topázio,8.7142,9.5,9.7,7.52,7.5,9.1,10.01,5.0,9.0,9.2,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,4.0
RA-749,2023,ALFA,ALFA O - G2/G3,Masculino,9.0,2022,Pública,Ametista,7.7597,10.0,9.0,7.52,5.625,7.3,8.425,5.0,7.3,7.3,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-956,2023,ALFA,ALFA O - G2/G3,Masculino,11.0,2023,Pública,Ametista,7.7312,8.0,7.5,7.52,7.5,7.8,9.345,5.0,7.8,7.8,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,3.0
RA-787,2023,ALFA,ALFA O - G2/G3,Masculino,,2022,Pública,Ametista,7.5227,9.0,9.8,7.52,5.625,5.9,8.34,5.0,6.0,5.8,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-957,2023,ALFA,ALFA O - G2/G3,Feminino,,2023,Pública,Topázio,9.1672,10.0,9.3,7.52,7.5,9.1,9.925,10.0,9.0,9.2,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-753,2023,ALFA,ALFA O - G2/G3,Feminino,,2022,Pública,Topázio,8.6672,9.0,9.9,7.52,7.5,9.0,9.925,5.0,9.0,9.0,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,4.0
RA-958,2023,ALFA,ALFA O - G2/G3,Feminino,,2023,Pública,Topázio,9.2902,10.0,9.8,7.52,7.5,9.3,9.84,10.0,9.3,9.3,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-755,2023,ALFA,ALFA O - G2/G3,Masculino,9.0,2022,Pública,Topázio,8.7442,10.0,9.5,7.52,7.5,9.2,10.01,5.0,9.2,9.2,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,4.0
RA-763,2023,ALFA,ALFA O - G2/G3,Feminino,10.0,2021,Pública,Ágata,6.7215,0.0,9.2,3.14,6.875,7.9,9.0,5.0,7.8,8.0,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,2.0
RA-757,2023,ALFA,ALFA O - G2/G3,Feminino,10.0,2022,Pública,Topázio,8.6742,9.0,9.6,7.52,7.5,9.3,10.01,5.0,9.5,9.0,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,4.0
RA-959,2023,ALFA,ALFA O - G2/G3,Masculino,8.0,2023,Pública,Topázio,8.6677,10.0,9.6,7.52,6.875,7.7,8.84,10.0,7.7,7.7,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-960,2023,ALFA,ALFA O - G2/G3,Masculino,10.0,2023,Pública,Ametista,7.0847,8.5,10.0,7.52,5.625,6.3,5.85,5.0,6.5,6.0,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,3.0
RA-961,2023,ALFA,ALFA O - G2/G3,Masculino,9.0,2023,Pública,Quartzo,5.99625,0.0,8.7,2.52,5.3125,6.2,8.665,5.0,6.2,6.2,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,1.0
RA-962,2023,ALFA,ALFA Q - G2/G3,Feminino,,2023,Pública,Topázio,8.4742,9.0,9.2,7.52,7.5,8.7,10.01,5.0,9.5,7.8,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,4.0
RA-805,2023,ALFA,ALFA Q - G2/G3,Masculino,9.0,2021,Pública,Ágata,6.492,0.0,9.1,7.52,6.25,6.8,7.175,5.0,6.8,6.8,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,2.0
RA-806,2023,ALFA,ALFA Q - G2/G3,Masculino,9.0,2022,Pública,Ametista,7.2937,8.5,8.3,6.27,6.875,7.8,7.095,5.0,7.8,7.7,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-807,2023,ALFA,ALFA Q - G2/G3,Masculino,9.0,2022,Pública,Ametista,7.8632,9.5,9.1,7.52,6.25,8.0,8.08,5.0,8.3,7.7,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-963,2023,ALFA,ALFA Q - G2/G3,Feminino,,2023,Pública,Topázio,8.6142,9.5,9.8,7.52,7.5,8.5,10.01,5.0,8.3,8.7,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,4.0
RA-964,2023,ALFA,ALFA Q - G2/G3,Masculino,9.0,2023,Pública,Ametista,7.7997,8.5,9.4,7.52,6.875,7.2,8.5,5.0,7.3,7.0,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-965,2023,ALFA,ALFA Q - G2/G3,Feminino,9.0,2023,Pública,Ágata,6.4832,8.5,8.2,6.27,5.0,4.7,7.18,5.0,5.3,4.0,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,2.0
RA-966,2023,ALFA,ALFA Q - G2/G3,Masculino,,2023,Pública,Ametista,7.44345,10.0,10.0,7.52,6.5625,5.0,7.675,5.0,5.0,5.0,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-967,2023,ALFA,ALFA Q - G2/G3,Masculino,,2023,Pública,Ametista,7.1347,9.5,8.0,7.52,5.625,6.5,7.35,5.0,6.5,6.5,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,3.0
RA-968,2023,ALFA,ALFA Q - G2/G3,Feminino,,2023,Pública,Topázio,8.4942,9.0,9.7,7.52,7.5,8.3,10.01,5.0,8.0,8.5,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,4.0
RA-812,2023,ALFA,ALFA Q - G2/G3,Masculino,8.0,2022,Pública,Topázio,8.0357,9.5,9.1,7.52,6.875,5.8,8.33,10.0,6.3,5.3,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-969,2023,ALFA,ALFA Q - G2/G3,Masculino,8.0,2023,Pública,Ametista,7.7692,8.5,9.7,7.52,6.25,5.5,7.51,10.0,6.0,5.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-970,2023,ALFA,ALFA R - G0/G1,Feminino,,2023,Pública,Topázio,8.9977,8.5,8.1,7.52,9.375,9.4,9.84,10.0,9.2,9.5,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-971,2023,ALFA,ALFA R - G0/G1,Masculino,,2023,Pública,Ametista,7.0169,7.8,6.4,3.77,5.625,6.9,8.17,10.0,5.5,8.3,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-972,2023,ALFA,ALFA R - G0/G1,Masculino,8.0,2023,Pública,Ametista,7.5427,9.0,9.1,3.77,6.875,6.0,7.84,10.0,6.2,5.7,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-973,2023,ALFA,ALFA R - G0/G1,Masculino,,2023,Pública,Quartzo,5.82875,0.0,8.6,3.77,7.1875,5.2,7.415,5.0,6.2,4.1,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,1.0
RA-974,2023,ALFA,ALFA R - G0/G1,Masculino,,2023,Pública,Topázio,8.4752,9.0,9.1,3.77,7.5,8.8,9.34,10.0,8.8,8.8,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-975,2023,ALFA,ALFA R - G0/G1,Feminino,,2023,Pública,Ametista,7.7803,7.9,9.2,7.52,5.625,6.5,7.67,10.0,7.2,5.8,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-976,2023,ALFA,ALFA R - G0/G1,Masculino,,2023,Pública,Topázio,8.39895,9.5,9.2,6.27,5.9375,8.6,8.34,10.0,9.0,8.2,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-977,2023,ALFA,ALFA R - G0/G1,Feminino,7.0,2023,Pública,Ametista,7.1717,8.5,7.4,5.02,5.625,5.8,8.085,10.0,5.7,5.9,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-978,2023,ALFA,ALFA R - G0/G1,Feminino,,2023,Pública,Topázio,8.3877,9.0,9.8,3.77,5.625,8.6,9.34,10.0,8.7,8.5,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-979,2023,ALFA,ALFA S - G2/G3,Masculino,8.0,2023,Pública,Topázio,8.1617,9.5,9.6,6.27,5.625,6.0,9.51,10.0,6.0,6.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-980,2023,ALFA,ALFA S - G2/G3,Feminino,8.0,2023,Pública,Ametista,7.1425,0.0,9.8,5.02,5.625,6.3,9.34,10.0,6.5,6.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-808,2023,ALFA,ALFA S - G2/G3,Masculino,9.0,2022,Pública,Topázio,8.1932,10.0,10.0,2.52,7.5,8.7,9.755,5.0,8.7,8.7,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,4.0
RA-981,2023,ALFA,ALFA S - G2/G3,Feminino,7.0,2023,Pública,Ametista,7.5367,9.5,9.1,2.52,5.625,5.8,9.01,10.0,5.7,5.8,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-982,2023,ALFA,ALFA S - G2/G3,Masculino,7.0,2023,Pública,Ametista,7.1215,0.0,9.1,2.52,5.625,8.6,8.835,10.0,8.7,8.5,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-983,2023,ALFA,ALFA S - G2/G3,Masculino,8.0,2023,Pública,Topázio,8.3502,8.5,9.9,2.52,6.25,8.8,9.415,10.0,8.8,8.8,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-984,2023,ALFA,ALFA S - G2/G3,Feminino,8.0,2023,Pública,Topázio,8.8177,8.0,9.8,7.52,6.875,8.3,9.84,10.0,8.3,8.2,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-985,2023,ALFA,ALFA S - G2/G3,Masculino,8.0,2023,Pública,Ametista,7.6247,9.0,9.3,2.52,5.625,6.8,8.5,10.0,7.3,6.2,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-986,2023,ALFA,ALFA S - G2/G3,Feminino,8.0,2023,Pública,Topázio,8.0107,9.5,9.1,2.52,5.625,8.3,8.83,10.0,8.3,8.3,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-987,2023,ALFA,ALFA S - G2/G3,Masculino,8.0,2023,Pública,Ametista,7.6765,0.0,9.8,6.27,6.875,7.3,9.76,10.0,7.5,7.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-988,2023,ALFA,ALFA S - G2/G3,Feminino,,2023,Pública,Ametista,7.9568,7.9,8.1,7.52,6.25,8.5,9.84,5.0,8.5,8.5,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-989,2023,ALFA,ALFA S - G2/G3,Masculino,9.0,2023,Pública,Ametista,7.7242,9.5,8.1,2.52,7.5,8.3,10.01,5.0,8.7,7.8,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-677,2023,ALFA,ALFA T - G2/G3,Feminino,9.0,2021,Pública,Topázio,8.5257,10.0,8.2,10.0,6.875,8.7,9.84,5.0,9.0,8.3,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,4.0
RA-990,2023,ALFA,ALFA T - G2/G3,Masculino,,2023,Pública,Ametista,7.254,0.0,8.5,7.52,7.5,7.8,10.01,5.0,8.3,7.2,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-991,2023,ALFA,ALFA T - G2/G3,Feminino,9.0,2023,Pública,Ametista,7.7687,10.0,9.1,3.14,6.875,7.7,9.585,5.0,8.0,7.3,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,3.0
RA-992,2023,ALFA,ALFA T - G2/G3,Masculino,10.0,2023,Pública,Ametista,7.2722,9.5,8.2,3.14,5.0,8.0,8.84,5.0,8.2,7.8,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,3.0
RA-703,2023,ALFA,ALFA T - G2/G3,Masculino,11.0,2021,Pública,Ágata,6.2737,9.5,8.4,3.14,6.875,4.6,6.16,5.0,4.8,4.3,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,2.0
RA-993,2023,ALFA,ALFA T - G2/G3,Feminino,8.0,2023,Pública,Topázio,8.7592,9.5,9.8,3.77,7.5,8.6,10.01,10.0,8.5,8.7,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,4.0
RA-674,2023,ALFA,ALFA T - G2/G3,Masculino,9.0,2022,Pública,Ágata,6.6328,7.9,8.5,3.77,5.0,5.2,8.67,5.0,5.3,5.0,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,2.0
RA-994,2023,ALFA,ALFA T - G2/G3,Feminino,8.0,2023,Pública,Ametista,7.4127,9.5,9.4,3.77,5.625,6.0,7.265,10.0,6.2,5.7,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-995,2023,ALFA,ALFA T - G2/G3,Feminino,,2023,Pública,Ágata,6.4782,9.5,7.9,3.77,6.25,5.1,7.18,5.0,5.3,4.8,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,2.0
RA-996,2023,ALFA,ALFA T - G2/G3,Masculino,9.0,2023,Pública,Topázio,8.1892,10.0,9.2,3.77,7.5,8.6,10.01,5.0,8.7,8.5,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,4.0
RA-997,2023,ALFA,ALFA T - G2/G3,Masculino,8.0,2023,Pública,Ametista,7.5687,7.5,8.7,3.77,5.625,7.1,8.595,10.0,7.2,7.0,,,,ALFA (1° e 2° ano),0,,,,,2.0,,,,ALFA,0.0,3.0
RA-998,2023,ALFA,ALFA U - G2/G3,Feminino,11.0,2023,Pública,Ametista,7.9752,9.5,9.3,3.77,7.5,7.9,9.84,5.0,8.0,7.7,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,3.0
RA-999,2023,ALFA,ALFA U - G2/G3,Masculino,,2023,Pública,Topázio,8.0352,9.0,9.4,3.77,7.5,8.3,9.84,5.0,8.3,8.3,,,,Fase 1 (3° e 4° ano),-1,,,,,2.0,,,,ALFA,0.0,4.0
RA-750,2023,ALFA,ALFA U - G2/G3,Masculino,,2019,Pública,Quartzo,5.6857,9.5,7.7,3.14,4.375,3.4,6.32,5.0,3.3,3.5,,,,Fase 2 (5° e 6° ano),-2,,,,,2.0,,,,ALFA,0.0,1.0
